date,HR,province,cases,wave
2020-06-26,Algoma_District,Ontario,0,1
2020-06-27,Algoma_District,Ontario,0,1
2020-06-28,Algoma_District,Ontario,0,1
2020-06-29,Algoma_District,Ontario,0,1
2020-06-30,Algoma_District,Ontario,0,1
2020-07-01,Algoma_District,Ontario,0,1
2020-07-02,Algoma_District,Ontario,0,1
2020-07-03,Algoma_District,Ontario,0,1
2020-07-04,Algoma_District,Ontario,0,1
2020-07-05,Algoma_District,Ontario,0,1
2020-07-06,Algoma_District,Ontario,0,1
2020-07-07,Algoma_District,Ontario,0,1
2020-07-08,Algoma_District,Ontario,0,1
2020-07-09,Algoma_District,Ontario,0,1
2020-07-10,Algoma_District,Ontario,0,1
2020-07-11,Algoma_District,Ontario,1,1
2020-07-12,Algoma_District,Ontario,0,1
2020-07-13,Algoma_District,Ontario,0,1
2020-07-14,Algoma_District,Ontario,0,1
2020-07-15,Algoma_District,Ontario,0,1
2020-07-16,Algoma_District,Ontario,1,1
2020-07-17,Algoma_District,Ontario,0,1
2020-07-18,Algoma_District,Ontario,1,1
2020-07-19,Algoma_District,Ontario,0,1
2020-07-20,Algoma_District,Ontario,0,1
2020-07-21,Algoma_District,Ontario,0,1
2020-07-22,Algoma_District,Ontario,0,1
2020-07-23,Algoma_District,Ontario,0,1
2020-07-24,Algoma_District,Ontario,0,1
2020-07-25,Algoma_District,Ontario,0,1
2020-07-26,Algoma_District,Ontario,0,1
2020-07-27,Algoma_District,Ontario,0,1
2020-07-28,Algoma_District,Ontario,0,1
2020-07-29,Algoma_District,Ontario,0,1
2020-07-30,Algoma_District,Ontario,0,1
2020-07-31,Algoma_District,Ontario,0,1
2020-08-01,Algoma_District,Ontario,0,1
2020-08-02,Algoma_District,Ontario,0,1
2020-08-03,Algoma_District,Ontario,0,1
2020-08-04,Algoma_District,Ontario,0,1
2020-08-05,Algoma_District,Ontario,0,1
2020-08-06,Algoma_District,Ontario,0,1
2020-08-07,Algoma_District,Ontario,0,1
2020-08-08,Algoma_District,Ontario,0,1
2020-08-09,Algoma_District,Ontario,0,1
2020-08-10,Algoma_District,Ontario,0,1
2020-08-11,Algoma_District,Ontario,0,1
2020-08-12,Algoma_District,Ontario,0,1
2020-08-13,Algoma_District,Ontario,0,1
2020-08-14,Algoma_District,Ontario,0,1
2020-08-15,Algoma_District,Ontario,0,1
2020-08-16,Algoma_District,Ontario,0,1
2020-08-17,Algoma_District,Ontario,0,1
2020-08-18,Algoma_District,Ontario,0,1
2020-08-19,Algoma_District,Ontario,0,1
2020-08-20,Algoma_District,Ontario,0,1
2020-08-21,Algoma_District,Ontario,0,1
2020-08-22,Algoma_District,Ontario,0,1
2020-08-23,Algoma_District,Ontario,0,1
2020-08-24,Algoma_District,Ontario,0,1
2020-08-25,Algoma_District,Ontario,0,1
2020-08-26,Algoma_District,Ontario,0,1
2020-08-27,Algoma_District,Ontario,0,1
2020-08-28,Algoma_District,Ontario,0,1
2020-08-29,Algoma_District,Ontario,0,1
2020-08-30,Algoma_District,Ontario,0,1
2020-08-31,Algoma_District,Ontario,1,1
2020-09-01,Algoma_District,Ontario,0,1
2020-09-02,Algoma_District,Ontario,0,1
2020-09-03,Algoma_District,Ontario,0,1
2020-09-04,Algoma_District,Ontario,1,1
2020-09-05,Algoma_District,Ontario,0,1
2020-09-06,Algoma_District,Ontario,0,1
2020-09-07,Algoma_District,Ontario,0,1
2020-09-08,Algoma_District,Ontario,0,1
2020-09-09,Algoma_District,Ontario,0,1
2020-09-10,Algoma_District,Ontario,0,1
2020-09-11,Algoma_District,Ontario,0,1
2020-09-12,Algoma_District,Ontario,0,1
2020-09-13,Algoma_District,Ontario,0,1
2020-09-14,Algoma_District,Ontario,0,1
2020-09-15,Algoma_District,Ontario,0,1
2020-09-16,Algoma_District,Ontario,0,1
2020-09-17,Algoma_District,Ontario,0,1
2020-09-18,Algoma_District,Ontario,0,1
2020-09-19,Algoma_District,Ontario,1,1
2020-09-20,Algoma_District,Ontario,0,1
2020-09-21,Algoma_District,Ontario,1,1
2020-09-22,Algoma_District,Ontario,0,1
2020-09-23,Algoma_District,Ontario,0,1
2020-09-24,Algoma_District,Ontario,0,1
2020-09-25,Algoma_District,Ontario,1,1
2020-09-26,Algoma_District,Ontario,0,1
2020-09-27,Algoma_District,Ontario,0,1
2020-09-28,Algoma_District,Ontario,0,1
2020-09-29,Algoma_District,Ontario,0,1
2020-09-30,Algoma_District,Ontario,0,1
2020-10-01,Algoma_District,Ontario,0,1
2020-10-02,Algoma_District,Ontario,1,1
2020-10-03,Algoma_District,Ontario,1,1
2020-10-04,Algoma_District,Ontario,0,1
2020-10-05,Algoma_District,Ontario,0,1
2020-10-06,Algoma_District,Ontario,0,1
2020-10-07,Algoma_District,Ontario,2,1
2020-10-08,Algoma_District,Ontario,1,1
2020-10-09,Algoma_District,Ontario,0,1
2020-10-10,Algoma_District,Ontario,0,1
2020-10-11,Algoma_District,Ontario,2,1
2020-10-12,Algoma_District,Ontario,0,1
2020-10-13,Algoma_District,Ontario,0,1
2020-10-14,Algoma_District,Ontario,0,1
2020-10-15,Algoma_District,Ontario,0,1
2020-10-16,Algoma_District,Ontario,0,1
2020-10-17,Algoma_District,Ontario,0,1
2020-10-18,Algoma_District,Ontario,0,1
2020-10-19,Algoma_District,Ontario,1,1
2020-10-20,Algoma_District,Ontario,0,1
2020-10-21,Algoma_District,Ontario,0,1
2020-10-22,Algoma_District,Ontario,0,1
2020-10-23,Algoma_District,Ontario,1,1
2020-10-24,Algoma_District,Ontario,0,1
2020-10-25,Algoma_District,Ontario,0,1
2020-10-26,Algoma_District,Ontario,1,1
2020-10-27,Algoma_District,Ontario,0,1
2020-10-28,Algoma_District,Ontario,1,1
2020-10-29,Algoma_District,Ontario,0,1
2020-10-30,Algoma_District,Ontario,0,1
2020-10-31,Algoma_District,Ontario,0,1
2020-11-01,Algoma_District,Ontario,0,1
2020-11-02,Algoma_District,Ontario,1,1
2020-11-03,Algoma_District,Ontario,0,1
2020-11-04,Algoma_District,Ontario,2,1
2020-11-05,Algoma_District,Ontario,0,1
2020-11-06,Algoma_District,Ontario,1,1
2020-11-07,Algoma_District,Ontario,0,1
2020-11-08,Algoma_District,Ontario,0,1
2020-11-09,Algoma_District,Ontario,6,1
2020-11-10,Algoma_District,Ontario,3,1
2020-11-11,Algoma_District,Ontario,2,1
2020-11-12,Algoma_District,Ontario,0,1
2020-11-13,Algoma_District,Ontario,-1,1
2020-11-14,Algoma_District,Ontario,0,1
2020-11-15,Algoma_District,Ontario,0,1
2020-11-16,Algoma_District,Ontario,1,1
2020-11-17,Algoma_District,Ontario,0,1
2020-11-18,Algoma_District,Ontario,0,1
2020-11-19,Algoma_District,Ontario,0,1
2020-11-20,Algoma_District,Ontario,0,1
2020-11-21,Algoma_District,Ontario,0,1
2020-11-22,Algoma_District,Ontario,0,1
2020-11-23,Algoma_District,Ontario,0,1
2020-11-24,Algoma_District,Ontario,0,1
2020-11-25,Algoma_District,Ontario,0,1
2020-11-26,Algoma_District,Ontario,2,1
2020-11-27,Algoma_District,Ontario,0,1
2020-11-28,Algoma_District,Ontario,0,1
2020-11-29,Algoma_District,Ontario,0,1
2020-11-30,Algoma_District,Ontario,0,1
2020-12-01,Algoma_District,Ontario,1,1
2020-12-02,Algoma_District,Ontario,0,1
2020-12-03,Algoma_District,Ontario,0,1
2020-12-04,Algoma_District,Ontario,0,1
2020-12-05,Algoma_District,Ontario,0,1
2020-12-06,Algoma_District,Ontario,0,1
2020-12-07,Algoma_District,Ontario,0,1
2020-12-08,Algoma_District,Ontario,0,1
2020-12-09,Algoma_District,Ontario,0,1
2020-12-10,Algoma_District,Ontario,0,1
2020-12-11,Algoma_District,Ontario,0,1
2020-12-12,Algoma_District,Ontario,1,1
2020-12-13,Algoma_District,Ontario,0,1
2020-12-14,Algoma_District,Ontario,0,1
2020-12-15,Algoma_District,Ontario,0,1
2020-12-16,Algoma_District,Ontario,0,1
2020-12-17,Algoma_District,Ontario,0,1
2020-12-18,Algoma_District,Ontario,0,1
2020-12-19,Algoma_District,Ontario,1,1
2020-12-20,Algoma_District,Ontario,-1,1
2020-12-21,Algoma_District,Ontario,1,1
2020-12-22,Algoma_District,Ontario,-1,1
2020-12-23,Algoma_District,Ontario,1,1
2020-12-24,Algoma_District,Ontario,0,1
2020-12-25,Algoma_District,Ontario,1,1
2020-12-26,Algoma_District,Ontario,0,1
2020-12-27,Algoma_District,Ontario,1,1
2020-12-28,Algoma_District,Ontario,0,1
2020-12-29,Algoma_District,Ontario,0,1
2020-12-30,Algoma_District,Ontario,0,1
2020-12-31,Algoma_District,Ontario,0,1
2021-01-01,Algoma_District,Ontario,1,1
2021-01-02,Algoma_District,Ontario,9,1
2021-01-03,Algoma_District,Ontario,2,1
2021-01-04,Algoma_District,Ontario,4,1
2021-01-05,Algoma_District,Ontario,4,1
2021-01-06,Algoma_District,Ontario,7,1
2021-01-07,Algoma_District,Ontario,12,1
2021-01-08,Algoma_District,Ontario,3,1
2021-01-09,Algoma_District,Ontario,10,1
2021-01-10,Algoma_District,Ontario,3,1
2021-01-11,Algoma_District,Ontario,7,1
2021-01-12,Algoma_District,Ontario,1,1
2021-01-13,Algoma_District,Ontario,0,1
2021-01-14,Algoma_District,Ontario,0,1
2021-01-15,Algoma_District,Ontario,7,1
2021-01-16,Algoma_District,Ontario,3,1
2021-01-17,Algoma_District,Ontario,2,1
2021-01-18,Algoma_District,Ontario,2,1
2021-01-19,Algoma_District,Ontario,0,1
2021-01-20,Algoma_District,Ontario,0,1
2021-01-21,Algoma_District,Ontario,5,1
2021-01-22,Algoma_District,Ontario,2,1
2021-01-23,Algoma_District,Ontario,1,1
2021-01-24,Algoma_District,Ontario,0,1
2021-01-25,Algoma_District,Ontario,0,1
2021-01-26,Algoma_District,Ontario,0,1
2021-01-27,Algoma_District,Ontario,0,1
2021-01-28,Algoma_District,Ontario,2,1
2021-01-29,Algoma_District,Ontario,3,1
2021-01-30,Algoma_District,Ontario,7,1
2021-01-31,Algoma_District,Ontario,3,1
2021-02-01,Algoma_District,Ontario,0,1
2021-02-02,Algoma_District,Ontario,2,1
2021-02-03,Algoma_District,Ontario,2,1
2021-02-04,Algoma_District,Ontario,5,1
2021-02-05,Algoma_District,Ontario,1,1
2021-02-06,Algoma_District,Ontario,1,1
2021-02-07,Algoma_District,Ontario,2,1
2021-02-08,Algoma_District,Ontario,3,1
2021-02-09,Algoma_District,Ontario,3,1
2021-02-10,Algoma_District,Ontario,2,1
2021-02-11,Algoma_District,Ontario,3,1
2021-02-12,Algoma_District,Ontario,0,1
2021-02-13,Algoma_District,Ontario,3,1
2021-02-14,Algoma_District,Ontario,1,1
2021-02-15,Algoma_District,Ontario,2,1
2021-02-16,Algoma_District,Ontario,0,1
2021-02-17,Algoma_District,Ontario,0,1
2021-02-18,Algoma_District,Ontario,1,1
2021-02-19,Algoma_District,Ontario,-1,1
2021-02-20,Algoma_District,Ontario,-1,1
2021-02-21,Algoma_District,Ontario,1,1
2021-02-22,Algoma_District,Ontario,0,1
2021-02-23,Algoma_District,Ontario,0,1
2021-02-24,Algoma_District,Ontario,0,1
2021-02-25,Algoma_District,Ontario,0,1
2021-02-26,Algoma_District,Ontario,2,1
2021-02-27,Algoma_District,Ontario,1,2
2021-02-28,Algoma_District,Ontario,-1,2
2021-03-01,Algoma_District,Ontario,3,2
2021-03-02,Algoma_District,Ontario,0,2
2021-03-03,Algoma_District,Ontario,-1,2
2021-03-04,Algoma_District,Ontario,0,2
2021-03-05,Algoma_District,Ontario,1,2
2021-03-06,Algoma_District,Ontario,0,2
2021-03-07,Algoma_District,Ontario,0,2
2021-03-08,Algoma_District,Ontario,0,2
2021-03-09,Algoma_District,Ontario,0,2
2021-03-10,Algoma_District,Ontario,0,2
2021-03-11,Algoma_District,Ontario,0,2
2021-03-12,Algoma_District,Ontario,1,2
2021-03-13,Algoma_District,Ontario,1,2
2021-03-14,Algoma_District,Ontario,3,2
2021-03-15,Algoma_District,Ontario,4,2
2021-03-16,Algoma_District,Ontario,-1,2
2021-03-17,Algoma_District,Ontario,4,2
2021-03-18,Algoma_District,Ontario,8,2
2021-03-19,Algoma_District,Ontario,-1,2
2021-03-20,Algoma_District,Ontario,1,2
2021-03-21,Algoma_District,Ontario,0,2
2021-03-22,Algoma_District,Ontario,1,2
2021-03-23,Algoma_District,Ontario,2,2
2021-03-24,Algoma_District,Ontario,1,2
2021-03-25,Algoma_District,Ontario,1,2
2021-03-26,Algoma_District,Ontario,-1,2
2021-03-27,Algoma_District,Ontario,0,2
2021-03-28,Algoma_District,Ontario,1,2
2021-03-29,Algoma_District,Ontario,2,2
2021-03-30,Algoma_District,Ontario,2,2
2021-03-31,Algoma_District,Ontario,0,2
2021-04-01,Algoma_District,Ontario,1,2
2021-04-02,Algoma_District,Ontario,0,2
2021-04-03,Algoma_District,Ontario,6,2
2021-04-04,Algoma_District,Ontario,3,2
2021-04-05,Algoma_District,Ontario,1,2
2021-04-06,Algoma_District,Ontario,5,2
2021-04-07,Algoma_District,Ontario,4,2
2021-04-08,Algoma_District,Ontario,2,2
2021-04-09,Algoma_District,Ontario,3,2
2021-04-10,Algoma_District,Ontario,5,2
2021-04-11,Algoma_District,Ontario,9,2
2021-04-12,Algoma_District,Ontario,2,2
2021-04-13,Algoma_District,Ontario,5,2
2021-04-14,Algoma_District,Ontario,6,2
2021-04-15,Algoma_District,Ontario,3,2
2021-04-16,Algoma_District,Ontario,7,2
2021-04-17,Algoma_District,Ontario,1,2
2021-04-18,Algoma_District,Ontario,1,2
2021-04-19,Algoma_District,Ontario,3,2
2021-04-20,Algoma_District,Ontario,1,2
2021-04-21,Algoma_District,Ontario,8,2
2021-04-22,Algoma_District,Ontario,6,2
2021-04-23,Algoma_District,Ontario,3,2
2021-04-24,Algoma_District,Ontario,0,2
2021-04-25,Algoma_District,Ontario,1,2
2021-04-26,Algoma_District,Ontario,2,2
2021-04-27,Algoma_District,Ontario,3,2
2021-04-28,Algoma_District,Ontario,3,2
2021-04-29,Algoma_District,Ontario,3,2
2021-04-30,Algoma_District,Ontario,6,2
2021-05-01,Algoma_District,Ontario,3,2
2021-05-02,Algoma_District,Ontario,2,2
2021-05-03,Algoma_District,Ontario,1,2
2021-05-04,Algoma_District,Ontario,1,2
2021-05-05,Algoma_District,Ontario,0,2
2021-05-06,Algoma_District,Ontario,3,2
2021-05-07,Algoma_District,Ontario,5,2
2021-05-08,Algoma_District,Ontario,-2,2
2021-05-09,Algoma_District,Ontario,1,2
2021-05-10,Algoma_District,Ontario,1,2
2021-05-11,Algoma_District,Ontario,1,2
2021-05-12,Algoma_District,Ontario,7,2
2021-05-13,Algoma_District,Ontario,6,2
2021-05-14,Algoma_District,Ontario,1,2
2021-05-15,Algoma_District,Ontario,1,2
2021-05-16,Algoma_District,Ontario,2,2
2021-05-17,Algoma_District,Ontario,0,2
2021-05-18,Algoma_District,Ontario,0,2
2021-05-19,Algoma_District,Ontario,5,2
2021-05-20,Algoma_District,Ontario,8,2
2021-05-21,Algoma_District,Ontario,5,2
2021-05-22,Algoma_District,Ontario,2,2
2021-05-23,Algoma_District,Ontario,0,2
2021-05-24,Algoma_District,Ontario,2,2
2021-05-25,Algoma_District,Ontario,2,2
2021-05-26,Algoma_District,Ontario,1,2
2021-05-27,Algoma_District,Ontario,3,2
2021-05-28,Algoma_District,Ontario,1,2
2021-05-29,Algoma_District,Ontario,1,2
2021-05-30,Algoma_District,Ontario,-2,2
2021-05-31,Algoma_District,Ontario,0,2
2021-06-01,Algoma_District,Ontario,0,2
2021-06-02,Algoma_District,Ontario,0,2
2021-06-03,Algoma_District,Ontario,1,2
2021-06-04,Algoma_District,Ontario,2,2
2021-06-05,Algoma_District,Ontario,1,2
2021-06-06,Algoma_District,Ontario,-1,2
2021-06-07,Algoma_District,Ontario,0,2
2021-06-08,Algoma_District,Ontario,0,2
2021-06-09,Algoma_District,Ontario,0,2
2021-06-10,Algoma_District,Ontario,0,2
2021-06-11,Algoma_District,Ontario,2,2
2021-06-12,Algoma_District,Ontario,1,2
2021-06-13,Algoma_District,Ontario,1,2
2021-06-14,Algoma_District,Ontario,0,2
2021-06-15,Algoma_District,Ontario,0,2
2021-06-16,Algoma_District,Ontario,0,2
2021-06-17,Algoma_District,Ontario,-1,2
2021-06-18,Algoma_District,Ontario,-1,2
2021-06-19,Algoma_District,Ontario,1,2
2021-06-20,Algoma_District,Ontario,0,2
2021-06-21,Algoma_District,Ontario,0,2
2021-06-22,Algoma_District,Ontario,0,2
2021-06-23,Algoma_District,Ontario,1,2
2021-06-24,Algoma_District,Ontario,0,2
2021-06-25,Algoma_District,Ontario,0,2
2021-06-26,Algoma_District,Ontario,0,2
2021-06-27,Algoma_District,Ontario,0,2
2021-06-28,Algoma_District,Ontario,0,2
2021-06-29,Algoma_District,Ontario,0,2
2021-06-30,Algoma_District,Ontario,0,2
2021-07-01,Algoma_District,Ontario,0,2
2021-07-02,Algoma_District,Ontario,0,2
2021-07-03,Algoma_District,Ontario,0,2
2021-07-04,Algoma_District,Ontario,0,2
2021-07-05,Algoma_District,Ontario,0,2
2021-07-06,Algoma_District,Ontario,0,2
2021-07-07,Algoma_District,Ontario,0,2
2021-07-08,Algoma_District,Ontario,0,2
2021-07-09,Algoma_District,Ontario,0,2
2021-07-10,Algoma_District,Ontario,0,2
2021-07-11,Algoma_District,Ontario,0,2
2021-07-12,Algoma_District,Ontario,0,2
2021-07-13,Algoma_District,Ontario,0,2
2021-07-14,Algoma_District,Ontario,0,2
2021-07-15,Algoma_District,Ontario,0,2
2021-07-16,Algoma_District,Ontario,0,2
2021-07-17,Algoma_District,Ontario,0,2
2021-07-18,Algoma_District,Ontario,2,2
2021-07-19,Algoma_District,Ontario,1,2
2021-07-20,Algoma_District,Ontario,0,2
2021-07-21,Algoma_District,Ontario,1,2
2021-07-22,Algoma_District,Ontario,0,2
2021-07-23,Algoma_District,Ontario,0,2
2021-07-24,Algoma_District,Ontario,0,2
2021-07-25,Algoma_District,Ontario,1,2
2021-07-26,Algoma_District,Ontario,0,2
2021-07-27,Algoma_District,Ontario,0,2
2021-07-28,Algoma_District,Ontario,0,2
2021-07-29,Algoma_District,Ontario,0,2
2021-07-30,Algoma_District,Ontario,0,2
2021-07-31,Algoma_District,Ontario,0,2
2021-08-01,Algoma_District,Ontario,0,2
2021-08-02,Algoma_District,Ontario,0,2
2021-08-03,Algoma_District,Ontario,1,2
2021-08-04,Algoma_District,Ontario,0,2
2021-08-05,Algoma_District,Ontario,0,2
2021-08-06,Algoma_District,Ontario,0,2
2021-08-07,Algoma_District,Ontario,1,2
2021-08-08,Algoma_District,Ontario,0,2
2021-08-09,Algoma_District,Ontario,0,2
2021-08-10,Algoma_District,Ontario,1,2
2021-08-11,Algoma_District,Ontario,0,2
2021-08-12,Algoma_District,Ontario,0,2
2021-08-13,Algoma_District,Ontario,0,2
2021-08-14,Algoma_District,Ontario,0,2
2021-08-15,Algoma_District,Ontario,1,2
2021-08-16,Algoma_District,Ontario,0,2
2021-08-17,Algoma_District,Ontario,1,2
2021-08-18,Algoma_District,Ontario,0,2
2020-03-24,Brant_County,Ontario,,1
2020-03-25,Brant_County,Ontario,1,1
2020-03-26,Brant_County,Ontario,0,1
2020-03-27,Brant_County,Ontario,0,1
2020-03-28,Brant_County,Ontario,,1
2020-03-29,Brant_County,Ontario,,1
2020-03-30,Brant_County,Ontario,9,1
2020-03-31,Brant_County,Ontario,3,1
2020-04-01,Brant_County,Ontario,1,1
2020-04-02,Brant_County,Ontario,5,1
2020-04-03,Brant_County,Ontario,15,1
2020-04-04,Brant_County,Ontario,11,1
2020-04-05,Brant_County,Ontario,5,1
2020-04-06,Brant_County,Ontario,0,1
2020-04-07,Brant_County,Ontario,-1,1
2020-04-08,Brant_County,Ontario,2,1
2020-04-09,Brant_County,Ontario,5,1
2020-04-10,Brant_County,Ontario,4,1
2020-04-11,Brant_County,Ontario,3,1
2020-04-12,Brant_County,Ontario,2,1
2020-04-13,Brant_County,Ontario,2,1
2020-04-14,Brant_County,Ontario,0,1
2020-04-15,Brant_County,Ontario,3,1
2020-04-16,Brant_County,Ontario,0,1
2020-04-17,Brant_County,Ontario,1,1
2020-04-18,Brant_County,Ontario,3,1
2020-04-19,Brant_County,Ontario,1,1
2020-04-20,Brant_County,Ontario,2,1
2020-04-21,Brant_County,Ontario,3,1
2020-04-22,Brant_County,Ontario,1,1
2020-04-23,Brant_County,Ontario,-1,1
2020-04-24,Brant_County,Ontario,6,1
2020-04-25,Brant_County,Ontario,5,1
2020-04-26,Brant_County,Ontario,1,1
2020-04-27,Brant_County,Ontario,2,1
2020-04-28,Brant_County,Ontario,3,1
2020-04-29,Brant_County,Ontario,1,1
2020-04-30,Brant_County,Ontario,2,1
2020-05-01,Brant_County,Ontario,1,1
2020-05-02,Brant_County,Ontario,1,1
2020-05-03,Brant_County,Ontario,1,1
2020-05-04,Brant_County,Ontario,0,1
2020-05-05,Brant_County,Ontario,1,1
2020-05-06,Brant_County,Ontario,0,1
2020-05-07,Brant_County,Ontario,1,1
2020-05-08,Brant_County,Ontario,0,1
2020-05-09,Brant_County,Ontario,0,1
2020-05-10,Brant_County,Ontario,2,1
2020-05-11,Brant_County,Ontario,0,1
2020-05-12,Brant_County,Ontario,0,1
2020-05-13,Brant_County,Ontario,-1,1
2020-05-14,Brant_County,Ontario,1,1
2020-05-15,Brant_County,Ontario,0,1
2020-05-16,Brant_County,Ontario,0,1
2020-05-17,Brant_County,Ontario,0,1
2020-05-18,Brant_County,Ontario,0,1
2020-05-19,Brant_County,Ontario,1,1
2020-05-20,Brant_County,Ontario,0,1
2020-05-21,Brant_County,Ontario,0,1
2020-05-22,Brant_County,Ontario,1,1
2020-05-23,Brant_County,Ontario,1,1
2020-05-24,Brant_County,Ontario,2,1
2020-05-25,Brant_County,Ontario,0,1
2020-05-26,Brant_County,Ontario,0,1
2020-05-27,Brant_County,Ontario,0,1
2020-05-28,Brant_County,Ontario,1,1
2020-05-29,Brant_County,Ontario,1,1
2020-05-30,Brant_County,Ontario,1,1
2020-05-31,Brant_County,Ontario,0,1
2020-06-01,Brant_County,Ontario,1,1
2020-06-02,Brant_County,Ontario,0,1
2020-06-03,Brant_County,Ontario,1,1
2020-06-04,Brant_County,Ontario,1,1
2020-06-05,Brant_County,Ontario,1,1
2020-06-06,Brant_County,Ontario,1,1
2020-06-07,Brant_County,Ontario,-1,1
2020-06-08,Brant_County,Ontario,1,1
2020-06-09,Brant_County,Ontario,2,1
2020-06-10,Brant_County,Ontario,1,1
2020-06-11,Brant_County,Ontario,2,1
2020-06-12,Brant_County,Ontario,0,1
2020-06-13,Brant_County,Ontario,0,1
2020-06-14,Brant_County,Ontario,0,1
2020-06-15,Brant_County,Ontario,1,1
2020-06-16,Brant_County,Ontario,0,1
2020-06-17,Brant_County,Ontario,2,1
2020-06-18,Brant_County,Ontario,0,1
2020-06-19,Brant_County,Ontario,0,1
2020-06-20,Brant_County,Ontario,1,1
2020-06-21,Brant_County,Ontario,0,1
2020-06-22,Brant_County,Ontario,0,1
2020-06-23,Brant_County,Ontario,0,1
2020-06-24,Brant_County,Ontario,0,1
2020-06-25,Brant_County,Ontario,0,1
2020-06-26,Brant_County,Ontario,0,1
2020-06-27,Brant_County,Ontario,0,1
2020-06-28,Brant_County,Ontario,0,1
2020-06-29,Brant_County,Ontario,1,1
